metres,bucket,slug,name,address,postcode,town,storedLat,storedLng,postcodeLat,postcodeLng
1578,wrong area,robert-jordan-shoulder-elbow-surgeon,Robert Jordan Shoulder & Elbow Surgeon,"Spire Parkway Hospital, 1 Damson Pkwy, Solihull B91 2PP, United Kingdom",B91 2PP,Solihull,52.411811,-1.77761,52.421597,-1.760763
1578,wrong area,warwickshire-orthopaedic-clinic-solihull-mr-roger-sloan,Warwickshire Orthopaedic Clinic Solihull - Mr Roger Sloan,"Spire Parkway Hospital, 1 Damson Pkwy, Solihull B91 2PP, United Kingdom",B91 2PP,Solihull,52.411811,-1.77761,52.421597,-1.760763
1578,wrong area,hand-surgery-consultant-midland-hand-clinic,Hand Surgery Consultant - Midland Hand Clinic,"1 Damson Pkwy, Solihull B91 2PP, United Kingdom",B91 2PP,Solihull,52.411811,-1.77761,52.421597,-1.760763
1578,wrong area,midland-hip-and-knee-clinic,Midland Hip and Knee Clinic,"Spire Parkway Hospital, 1 Damson Pkwy, Solihull B91 2PP, United Kingdom",B91 2PP,Solihull,52.411811,-1.77761,52.421597,-1.760763
1578,wrong area,spire-parkway-hospital,Spire Parkway Hospital,"1 Damson Pkwy, Solihull B91 2PP, United Kingdom",B91 2PP,Solihull,52.411811,-1.77761,52.421597,-1.760763
1574,wrong area,facial-spa-walsall,facial spa Walsall,"25 Whitmore St, Walsall WS1 4LL, United Kingdom",WS1 4LL,Walsall,52.5866367,-1.984534,52.572915,-1.990257
1571,wrong area,shergill-dental-implants-birmingham,Shergill Dental Implants - Birmingham,"17 Albion St, Birmingham B1 3EA, United Kingdom",B1 3EA,Birmingham,52.4822694,-1.8900078,52.484925,-1.912789
1570,wrong area,ag-clinic,AG Clinic,"1, Kings Court Plaza, Townsend Way, Birmingham B1 2RT, United Kingdom",B1 2RT,Birmingham,52.4822694,-1.8900078,52.481492,-1.91315
1559,wrong area,teeth-face,Teeth & Face,"3 Legge Ln, Birmingham B1 3LD, United Kingdom",B1 3LD,Birmingham,52.4822694,-1.8900078,52.484467,-1.912746
1550,wrong area,rape-sexual-violence-project,Rape & Sexual Violence Project,"Grosvenor House, Bennetts Hill, Birmingham B4 7QE, United Kingdom",B4 7QE,Birmingham,52.4822694,-1.8900078,52.495968,-1.894209
1537,wrong area,blackberry-clinic-birmingham,Blackberry Clinic Birmingham,"Sycamore House, 111 Birmingham Rd, Walsall WS1 2NL, United Kingdom",WS1 2NL,Walsall,52.5866367,-1.984534,52.576947,-1.968313
1537,wrong area,the-pebble-practice,The Pebble Practice,"Room 105, Dr Abdullah Mia, Sycamore Medical Centre, 111 Birmingham Rd, Walsall WS1 2NL, United Kingdom",WS1 2NL,Walsall,52.5866367,-1.984534,52.576947,-1.968313
1483,wrong area,dr-amit-patel,Dr Amit Patel,"9 Waterfront Walk, Birmingham B1 1TX, United Kingdom",B1 1TX,Birmingham,52.4822694,-1.8900078,52.474952,-1.908319
1419,wrong area,clarity-counselling-wolverhampton-carole-palmer-mbacp-reg-bed-hons-dip-counselling,Clarity Counselling (Wolverhampton) Carole Palmer MBACP (reg) BEd(hons) Dip counselling,"30 Larches Ln, Wolverhampton WV3 9PX, United Kingdom",WV3 9PX,Wolverhampton,52.5868159,-2.1256587,52.587028,-2.146665
1397,wrong area,hidden-aesthetics,Hidden Aesthetics,"22 Regent Pl, Birmingham B1 3NJ, United Kingdom",B1 3NJ,Birmingham,52.4822694,-1.8900078,52.48611,-1.909651
1391,wrong area,be-mindful-counselling-psychotherapy,Be Mindful Counselling & Psychotherapy,"First House, 1 Sutton St, Birmingham B1 1PE, United Kingdom",B1 1PE,Birmingham,52.4822694,-1.8900078,52.473097,-1.903965
1373,wrong area,liz-aesthetics-massage-studio,Liz Aesthetics &Massage Studio,"307 Pleck Rd, Walsall WS2 9HA, United Kingdom",WS2 9HA,Walsall,52.5866367,-1.984534,52.578264,-1.999465
1372,wrong area,house-of-riri,House of Riri,"Hampton House, 10A Great Hampton St, Birmingham B18 6AQ, United Kingdom",B18 6AQ,Birmingham,52.4822694,-1.8900078,52.488859,-1.907141
1347,wrong area,orthodontics-for-you,Orthodontics For You,"532 Streetsbrook Rd, Solihull B91 1RD, United Kingdom",B91 1RD,Solihull,52.411811,-1.77761,52.417571,-1.795088
1340,wrong area,mitocell-uk,Mitocell UK,"100 Holloway Head, Birmingham B1 1NB, United Kingdom",B1 1NB,Birmingham,52.4822694,-1.8900078,52.473483,-1.903552
1317,wrong area,key-counselling-training,Key Counselling Training,"82 Northwood St, Birmingham B3 1TH, United Kingdom",B3 1TH,Birmingham,52.4822694,-1.8900078,52.485668,-1.908635
1316,wrong area,restoration,Restoration,"Arboretum, The Clocktower, Lichfield St, Walsall WS4 2DU, United Kingdom",WS4 2DU,Walsall,52.5866367,-1.984534,52.593588,-1.968759
1306,wrong area,great-hampton-dental,Great Hampton Dental,"Great Hampton Dental, 124 Livery St, Birmingham B3 1RS, United Kingdom",B3 1RS,Birmingham,52.4822694,-1.8900078,52.488157,-1.906701
1303,wrong area,infinity-dental-solihull,Infinity Dental Solihull,"49 Yew Tree Ln, Solihull B91 2NX, United Kingdom",B91 2NX,Solihull,52.411811,-1.77761,52.421041,-1.76578
1271,wrong area,solihull-hospital,Solihull Hospital,"Lode Ln, Solihull B91 2JL, United Kingdom",B91 2JL,Solihull,52.4284076,-1.7774506,52.417138,-1.774358
1267,wrong area,be-aesthetic,Be Aesthetic,"117a Bracebridge St, Birmingham B6 4NE, United Kingdom",B6 4NE,Birmingham,52.4822694,-1.8900078,52.493653,-1.889074
1267,wrong area,be-aesthetic-dental,Be Aesthetic Dental,"117A Bracebridge St, Aston, Birmingham B6 4NE, United Kingdom",B6 4NE,Birmingham,52.4822694,-1.8900078,52.493653,-1.889074
1241,wrong area,refined-glow-aesthetics,Refined Glow Aesthetics,"Bradford Court Business Centre, 123-131 Bradford St, Birmingham B12 0NS, United Kingdom",B12 0NS,Birmingham,52.4822694,-1.8900078,52.472026,-1.882739
1241,wrong area,power-of-change-therapy-cic,Power of Change Therapy CIC,"Bradford Court Business Centre, 123-131, Birmingham B12 0NS, United Kingdom",B12 0NS,Birmingham,52.4822694,-1.8900078,52.472026,-1.882739
1241,wrong area,the-righttherapy,The RightTherapy,"Suite 102, Bradford Court Business Centre, 123-131 Bradford St, Birmingham B12 0NS, United Kingdom",B12 0NS,Birmingham,52.4822694,-1.8900078,52.472026,-1.882739
1236,wrong area,wolverhampton-special-care-dental,Wolverhampton Special Care Dental,"Pennfields Medical Centre, Upper Zoar St, Wolverhampton WV3 0JH, United Kingdom",WV3 0JH,Wolverhampton,52.5868159,-2.1256587,52.578175,-2.137176
1186,wrong area,dermoperfection-medical-skin-aesthetics-clinic-at-the-mailbox,Dermoperfection Medical Skin & Aesthetics Clinic at the Mailbox,"The Mailbox, Level 2, Dermoperfection, Unit 56 Wharfside St, Birmingham B1 1RE, United Kingdom",B1 1RE,Birmingham,52.4822694,-1.8900078,52.476127,-1.904327
1181,wrong area,smile-concepts,Smile Concepts,"91 Lode Ln, Solihull B91 2HH, United Kingdom",B91 2HH,Solihull,52.411811,-1.77761,52.42243,-1.777434
1181,wrong area,dominic-hassall-training-institute,Dominic Hassall Training Institute,"91 Lode Ln, Solihull B91 2HH, United Kingdom",B91 2HH,Solihull,52.411811,-1.77761,52.42243,-1.777434
1164,wrong area,clear-ear-solihull,Clear Ear Solihull,"28 Ferndown Rd, Solihull B91 2AT, United Kingdom",B91 2AT,Solihull,52.411811,-1.77761,52.422218,-1.779494
1146,wrong area,r-m-callaghan-associates-ltd,R.M. Callaghan & Associates Ltd,"32 Hampton Ln, Solihull B91 2PY, United Kingdom",B91 2PY,Solihull,52.411811,-1.77761,52.417188,-1.763198
1144,wrong area,true-beauty-clinic,True Beauty Clinic,"Unit 3A, 41 Essex St, Birmingham B5 4TT, United Kingdom",B5 4TT,Birmingham,52.4822694,-1.8900078,52.473163,-1.89787
1126,wrong area,the-lansdowne-dental-centre,The Lansdowne Dental Centre,"39 Tettenhall Rd, Wolverhampton WV3 9NB, United Kingdom",WV3 9NB,Wolverhampton,52.5868159,-2.1256587,52.586224,-2.142293
1032,wrong area,st-pauls-physio,St. Pauls Physio,"37-39 Ludgate Hill, Birmingham B3 1EH, United Kingdom",B3 1EH,Birmingham,52.4822694,-1.8900078,52.484533,-1.904794
1018,wrong area,coventry-osteopathic-sports-injury-clinic,Coventry Osteopathic & Sports Injury Clinic,"312A Charter Ave, Coventry CV4 8DA, United Kingdom",CV4 8DA,Coventry,52.3936533,-1.5884865,52.392987,-1.573522
