metres,bucket,slug,name,address,postcode,town,storedLat,storedLng,postcodeLat,postcodeLng
5774,badly wrong,the-counselling-clinic,The Counselling Clinic,"16 Mossfield Rd, Birmingham B14 7JB, United Kingdom",B14 7JB,Birmingham,52.4822694,-1.8900078,52.430346,-1.89004
5627,badly wrong,rejuven8-skin-clinic,Rejuven8 Skin Clinic,"1126 Stratford Rd, Hall Green, Birmingham B28 8AE, United Kingdom",B28 8AE,Birmingham,52.411811,-1.77761,52.438912,-1.847698
5622,badly wrong,bioskin-aesthetics,Bioskin Aesthetics,"Aesthetics Limited, 15 Ashmore Avenue Bioskin, 15 Ashmore Ave, Wolverhampton WV11 2LT, United Kingdom",WV11 2LT,Wolverhampton,52.5868159,-2.1256587,52.615549,-2.057168
5582,badly wrong,all-saints-dental-implant-and-orthodontic-clinic-birmingham,All Saints Dental Implant and Orthodontic Clinic Birmingham,"All Saints Centre, 2D Vicarage Rd, Kings Heath, Birmingham B14 7RA, United Kingdom",B14 7RA,Birmingham,52.4822694,-1.8900078,52.432166,-1.895066
5554,badly wrong,dental-surgery-dentist-in-harborne,Dental Surgery | Dentist In Harborne,"213 Harborne Ln, Birmingham B29 6SS, United Kingdom",B29 6SS,Birmingham,52.4822694,-1.8900078,52.444597,-1.943838
5544,badly wrong,yew-tree-dental-care,Yew Tree Dental Care,"529 Hob Moor Rd, South Yardley, Birmingham B25 8TH, United Kingdom",B25 8TH,Birmingham,52.4822694,-1.8900078,52.466909,-1.812142
5517,badly wrong,jcandy-beauty-services-aesthetics-erdington,JCandy Beauty Services & Aesthetics - Erdington,"Beauty Services, JCandy, 6 Coton Ln, Erdington, Birmingham B23 6TP, United Kingdom",B23 6TP,Birmingham,52.4822694,-1.8900078,52.522755,-1.842883
5446,badly wrong,the-well-health-centre,The Well Health Centre,"89 Institute Rd, Kings Heath, Birmingham B14 7EU, United Kingdom",B14 7EU,Birmingham,52.4822694,-1.8900078,52.433336,-1.886591
5408,badly wrong,healing-young-minds,Healing Young Minds,"48 Fentham Rd, Hampton in Arden, Solihull B92 0AY, United Kingdom",B92 0AY,Solihull,52.411811,-1.77761,52.425552,-1.701108
5380,badly wrong,cottams-dental-harborne-dentist,Cottams Dental - Harborne Dentist,"1 St Peters Rd, Birmingham B17 0AT, United Kingdom",B17 0AT,Birmingham,52.4822694,-1.8900078,52.456002,-1.956714
5347,badly wrong,birmingham-orthotic-services,Birmingham Orthotic Services,"Hastingwood Industrial Park, Unit E10, Wood Ln, Birmingham B24 9QR, United Kingdom",B24 9QR,Birmingham,52.4822694,-1.8900078,52.511081,-1.826761
5345,badly wrong,birmingham-smile-clinic,Birmingham Smile Clinic,"1025 Stratford Rd, Birmingham B28 8BG, United Kingdom",B28 8BG,Birmingham,52.4822694,-1.8900078,52.440946,-1.849706
5236,badly wrong,hall-green-dental-practice,Hall Green Dental Practice,"214 Reddings Ln, Hall Green, Birmingham B28 8TD, United Kingdom",B28 8TD,Birmingham,52.4822694,-1.8900078,52.442356,-1.848995
5223,badly wrong,adiva-aesthetics,Adiva Aesthetics,"320 Marsh Ln, Erdington, Birmingham B23 6HP, United Kingdom",B23 6HP,Birmingham,52.4822694,-1.8900078,52.525121,-1.858395
5176,badly wrong,enable-wellness-consultancy,Enable Wellness Consultancy,"Kings Court, Centre 17 School Rd, Hall Green, Birmingham B28 8JG, United Kingdom",B28 8JG,Birmingham,52.411811,-1.77761,52.43487,-1.843916
5168,badly wrong,boon-aesthetics,Boon Aesthetics,"6 Coleshill Rd, Hodgehill, Birmingham B36 8AA, United Kingdom",B36 8AA,Birmingham,52.4822694,-1.8900078,52.494173,-1.816223
5165,badly wrong,springfield-road-dental-practice,Springfield Road Dental Practice,"2 Springfield Rd, Kings Heath, Birmingham B14 7DS, United Kingdom",B14 7DS,Birmingham,52.4822694,-1.8900078,52.435828,-1.88863
5154,badly wrong,selly-oak-dental-practice,Selly Oak Dental Practice,"476 Bristol Rd, Selly Oak, Birmingham B29 6BQ, United Kingdom",B29 6BQ,Birmingham,52.4822694,-1.8900078,52.444718,-1.934613
5139,badly wrong,sarah-raine-aesthetics,Sarah Raine Aesthetics,"1 Box Trees Rd, Hockley Heath, Dorridge, Solihull B94 6EA, United Kingdom",B94 6EA,Solihull,52.411811,-1.77761,52.365656,-1.781537
5079,badly wrong,liberty-aesthetics,Liberty Aesthetics,"81 Vivian Rd, Harborne, Birmingham B17 0DR, United Kingdom",B17 0DR,Birmingham,52.4822694,-1.8900078,52.457223,-1.95271
5055,badly wrong,aldridge-house-dental-practice-in-aldridge,Aldridge House – Dental Practice in Aldridge,"31 High St, Aldridge, Walsall WS9 8LX, United Kingdom",WS9 8LX,Walsall,52.5866367,-1.984534,52.604952,-1.916036
5009,badly wrong,nouvo-clinic,Nouvo Clinic,"34 Main St, Dickens Heath, Shirley, Solihull B90 1UA, United Kingdom",B90 1UA,Solihull,52.411811,-1.77761,52.385002,-1.836935
5009,badly wrong,heath-dental,Heath Dental,"32 Main St, Dickens Heath, Shirley, Solihull B90 1UA, United Kingdom",B90 1UA,Solihull,52.411811,-1.77761,52.385002,-1.836935
4987,wrong area,fox-goose-dental-centre,Fox & Goose Dental Centre,"5 Stechford Ln, Ward End, Birmingham B8 2AW, United Kingdom",B8 2AW,Birmingham,52.4822694,-1.8900078,52.492001,-1.818117
4977,wrong area,nyx-aesthetics,NYX Aesthetics,"Beauty By Ellie, 71 Main St, Dickens Heath, Shirley, Solihull B90 1UB, United Kingdom",B90 1UB,Solihull,52.411811,-1.77761,52.385091,-1.836465
4955,wrong area,sorelle-aesthetics-beauty-clinic,Sorelle Aesthetics & Beauty Clinic,"40 Pear Tree Dr, Birmingham B43 6HU, United Kingdom",B43 6HU,Birmingham,52.5866367,-1.984534,52.545704,-1.955566
4937,wrong area,ukskin,UKSKIN,"Eaton House, 67 Valentine Rd, Birmingham B14 7AJ, United Kingdom",B14 7AJ,Birmingham,52.4822694,-1.8900078,52.43787,-1.889845
4937,wrong area,booshtox-doctor-treated-botox-fillers-laser-by-female-staff,BooshTOX [Doctor-treated BOTOX & Fillers; Laser by Female Staff],"Pendeford Place, 3 Sidestrand, Pendeford, Wolverhampton WV9 5HD, United Kingdom",WV9 5HD,Wolverhampton,52.5868159,-2.1256587,52.628312,-2.151679
4926,wrong area,sameday-dentist-birmingham,SameDay Dentist Birmingham,"Washwood Heath Rd, Washwood Heath, Birmingham B8 2EP, United Kingdom",B8 2EP,Birmingham,52.4822694,-1.8900078,52.49372,-1.81973
4926,wrong area,wightwick-dental-practice,Wightwick Dental Practice,"301 Bridgnorth Rd, Wolverhampton WV6 8BW, United Kingdom",WV6 8BW,Wolverhampton,52.5868159,-2.1256587,52.581756,-2.198095
4902,wrong area,isabel-price,Isabel Price,"School Rd, Moseley, Birmingham B13 9TS, United Kingdom",B13 9TS,Birmingham,52.4822694,-1.8900078,52.438201,-1.888035
4818,wrong area,annabelle-aesthetics-clinic,AnnaBelle Aesthetics Clinic,"35 Kings Rd, Erdington, Birmingham B23 7JN, United Kingdom",B23 7JN,Birmingham,52.4822694,-1.8900078,52.521852,-1.861059
4793,wrong area,anchor-road-dental-practice,Anchor Road Dental Practice,"11 Anchor Rd, Aldridge, Walsall WS9 8PT, United Kingdom",WS9 8PT,Walsall,52.5866367,-1.984534,52.603723,-1.91939
4776,wrong area,tracy-gilmour-reiki-healer-and-mentor,Tracy Gilmour Reiki Healer and Mentor,"146 Shalford Rd, Solihull B92 7NG, United Kingdom",B92 7NG,Solihull,52.411811,-1.77761,52.451229,-1.805586
4749,wrong area,harborne-chiropractic-clinic,Harborne Chiropractic Clinic,"173 Knightlow Rd, Harborne, Birmingham B17 8PY, United Kingdom",B17 8PY,Birmingham,52.4822694,-1.8900078,52.467743,-1.955952
4657,wrong area,changing-faces-dentistry-harborne,Changing Faces Dentistry Harborne,"140 High St, Harborne, Birmingham B17 9NN, United Kingdom",B17 9NN,Birmingham,52.4822694,-1.8900078,52.459091,-1.947278
4652,wrong area,wellqo-wellbeing-therapy-birmingham,WellQo Wellbeing Therapy | Birmingham,"213 Millhouse Rd, Birmingham B25 8QS, United Kingdom",B25 8QS,Birmingham,52.4822694,-1.8900078,52.470066,-1.824303
4649,wrong area,the-dentists-dorridge,The Dentists Dorridge,"9 Station Approach, Dorridge, Solihull B93 8JA, United Kingdom",B93 8JA,Solihull,52.411811,-1.77761,52.372775,-1.753079
4635,wrong area,rise-aesthetics,Rise Aesthetics,"Renaissance Therapy Centre, 10A Station Rd, Harborne, Birmingham B17 9JT, United Kingdom",B17 9JT,Birmingham,52.4822694,-1.8900078,52.459882,-1.947733
4635,wrong area,renaissance-therapy-centre,Renaissance Therapy Centre,"10A Station Rd, Harborne, Birmingham B17 9JT, United Kingdom",B17 9JT,Birmingham,52.4822694,-1.8900078,52.459882,-1.947733
4606,wrong area,heavenly-aesthetics-beauty-lounge-vitamin-drips-botox-lip-filler-we-also-have-a-beauty-lounge-manicure-pedicures,Heavenly Aesthetics & Beauty lounge - Vitamin Drips - - Botox - Lip Filler we also have a Beauty lounge manicure pedicures,"484/486 Station Rd, Dorridge, Solihull B93 8HP, United Kingdom",B93 8HP,Solihull,52.411811,-1.77761,52.373055,-1.753665
4606,wrong area,ld-medical-aesthetics,LD Medical Aesthetics,"484-486 Station Rd, Dorridge, Solihull B93 8HP, United Kingdom",B93 8HP,Solihull,52.411811,-1.77761,52.373055,-1.753665
4569,wrong area,ascent-dental-care-solihull,Ascent Dental Care Solihull,"1, Arden Buildings, Station Rd, Dorridge, Solihull B93 8HH, United Kingdom",B93 8HH,Solihull,52.411811,-1.77761,52.373343,-1.753957
4552,wrong area,dental-health-care,Dental Health Care,"474 Station Rd, Dorridge, Solihull B93 8HE, United Kingdom",B93 8HE,Solihull,52.411811,-1.77761,52.373576,-1.753662
4519,wrong area,the-beauty-rooms-spa,The Beauty Rooms Spa,"264A Warstones Rd, Penn, Wolverhampton WV4 4LB, United Kingdom",WV4 4LB,Wolverhampton,52.5868159,-2.1256587,52.557596,-2.172128
4500,wrong area,one-devonshire-place-orthodontics,One Devonshire Place Orthodontics,"679 Pershore Rd, Birmingham B29 7NR, United Kingdom",B29 7NR,Birmingham,52.4822694,-1.8900078,52.444696,-1.914678
4479,wrong area,zuf-dental-care,Zuf Dental Care,"17 Poplar Rd, Dorridge, Solihull B93 8DD, United Kingdom",B93 8DD,Solihull,52.411811,-1.77761,52.374179,-1.75407
4467,wrong area,signature-orthodontics,Signature Orthodontics,"Signature Orthodontics, 63 High St, Harborne, Birmingham B17 9NS, United Kingdom",B17 9NS,Birmingham,52.4822694,-1.8900078,52.46042,-1.945348
4389,wrong area,daleswood-aesthetics,Daleswood Aesthetics,"Barn House, Barston Ln, Eastcote, Solihull B92 0JJ, United Kingdom",B92 0JJ,Solihull,52.411811,-1.77761,52.409328,-1.713037
4389,wrong area,ear-microsuction-clinic,Ear Microsuction Clinic,"Barn House, Barston Ln, Eastcote, Solihull B92 0JJ, United Kingdom",B92 0JJ,Solihull,52.411811,-1.77761,52.409328,-1.713037
4389,wrong area,daleswood-health,Daleswood Health,"Barn House, Barston Ln, Eastcote, Solihull B92 0JJ, United Kingdom",B92 0JJ,Solihull,52.411811,-1.77761,52.409328,-1.713037
4375,wrong area,reflection-aesthetics,Reflection Aesthetics,"West Midlands House, Gipsy Ln, Willenhall WV13 2HA, United Kingdom",WV13 2HA,Willenhall,52.5866367,-1.984534,52.582578,-2.048949
4348,wrong area,think-psychology,Think Psychology,"7 High St, Harborne, Birmingham B17 9NT, United Kingdom",B17 9NT,Birmingham,52.4822694,-1.8900078,52.460977,-1.943847
4346,wrong area,the-university-dental-and-implant-centre,The University Dental and Implant Centre,"5 Pritchatts Rd, Birmingham B15 2QU, United Kingdom",B15 2QU,Birmingham,52.4822694,-1.8900078,52.456371,-1.938054
4289,wrong area,handsworth-wood-dental-practice-handsworth-wood-dentist,Handsworth Wood Dental Practice - Handsworth Wood Dentist,"94, 94 Church Ln, Handsworth, Handsworth Wood, Birmingham B20 2ES, United Kingdom",B20 2ES,Birmingham,52.4822694,-1.8900078,52.513048,-1.928191
4276,wrong area,drs-s-n-waddell,Drs S & N Waddell,"1 Nursery Rd, Edgbaston, Birmingham B15 3JX, United Kingdom",B15 3JX,Birmingham,52.4822694,-1.8900078,52.461894,-1.943551
4263,wrong area,dentelle-aesthetics,Dentelle Aesthetics,"Dentelle Aesthetics, Dorridge, Solihull B93 8DA, United Kingdom",B93 8DA,Solihull,52.411811,-1.77761,52.375365,-1.758103
4232,wrong area,sheleen-welborn-counselling-psychotherapy-pelsall-walsall-west-midlands,"Sheleen Welborn Counselling & Psychotherapy- Pelsall, Walsall, West Midlands","Spring Ln, Shelfield, Pelsall, Walsall WS4 1AT, United Kingdom",WS4 1AT,Walsall,52.5866367,-1.984534,52.62022,-1.955062
4199,wrong area,downing-dental,Downing Dental,"1 Downing Cl, Knowle, Solihull B93 0QA, United Kingdom",B93 0QA,Solihull,52.411811,-1.77761,52.379814,-1.744754
4179,wrong area,bv-aesthetics,BV Aesthetics,"48 Goodby Rd, Birmingham B13 8NJ, United Kingdom",B13 8NJ,Birmingham,52.4822694,-1.8900078,52.445804,-1.904936
4177,wrong area,emma-deacon-facial-aesthetics,Emma Deacon Facial Aesthetics,"Kingscote Rd, Birmingham B15 3JY, United Kingdom",B15 3JY,Birmingham,52.4822694,-1.8900078,52.46272,-1.942667
4083,wrong area,creative-beauty-boutique,Creative Beauty Boutique,"195 Blackhalve Ln, Wednesfield, Wolverhampton WV11 1AH, United Kingdom",WV11 1AH,Wolverhampton,52.5868159,-2.1256587,52.616293,-2.089618
4078,wrong area,the-elite-clinic,The Elite Clinic,"2 Milverton Villas, 2 Wilsons Rd, Solihull B93 0HZ, United Kingdom",B93 0HZ,Solihull,52.411811,-1.77761,52.38751,-1.732588
4048,wrong area,active-clinics-hyperbaric-therapy-injury-pain-management,"Active Clinics - Hyperbaric therapy, Injury & Pain Management","273 Hagley Rd, Birmingham B16 9NB, United Kingdom",B16 9NB,Birmingham,52.4822694,-1.8900078,52.472099,-1.947395
4019,wrong area,sparkhill-dental-surgery,Sparkhill Dental Surgery,"604 Stratford Rd, Birmingham B11 4AP, United Kingdom",B11 4AP,Birmingham,52.4822694,-1.8900078,52.45006,-1.86308
4014,wrong area,hampton-clinic,Hampton Clinic,"14 Station Rd, Knowle, Solihull B93 0HT, United Kingdom",B93 0HT,Solihull,52.411811,-1.77761,52.386939,-1.734737
3991,wrong area,calm-collective-therapy,Calm Collective Therapy,"1694 High St, Knowle, Solihull B93 0LY, United Kingdom",B93 0LY,Solihull,52.411811,-1.77761,52.387702,-1.734027
3982,wrong area,aesthetic-dental-and-implant-surgery,Aesthetic Dental and Implant Surgery,"8JS, 9 Salisbury Rd, Moseley, Birmingham B13 8JS, United Kingdom",B13 8JS,Birmingham,52.4822694,-1.8900078,52.446456,-1.889574
3976,wrong area,birmingham-dental-hospital,Birmingham Dental Hospital,"5 Mill Pool Way, Birmingham B5 7EG, United Kingdom",B5 7EG,Birmingham,52.4822694,-1.8900078,52.45037,-1.916521
3961,wrong area,changing-faces-dentistry-knowle,Changing Faces Dentistry Knowle,"51 Station Rd, Knowle, Solihull B93 0HN, United Kingdom",B93 0HN,Solihull,52.411811,-1.77761,52.386216,-1.737004
3944,wrong area,hapi-dental-sohal-dental-practice,HAPI Dental (Sohal Dental Practice),"271 Soho Rd, Birmingham B21 9SA, United Kingdom",B21 9SA,Birmingham,52.4822694,-1.8900078,52.50355,-1.936618
3924,wrong area,solihull-couture-brows-aesthetics,SOLIHULL COUTURE BROWS & AESTHETICS,"5 Newborough Rd, Shirley, Solihull B90 2HA, United Kingdom",B90 2HA,Solihull,52.411811,-1.77761,52.41162,-1.835456
3893,wrong area,cosmederm-clinic,Cosmederm Clinic,"Skin Connect Clinic, 1564 Stratford Rd, Birmingham, Solihull B28 9HA, United Kingdom",B28 9HA,Solihull,52.411811,-1.77761,52.420364,-1.833277
3829,wrong area,clinique-modele-aesthetics,Clinique Modele Aesthetics,"10 School Rd, Tettenhall Wood, Wolverhampton WV6 8EJ, United Kingdom",WV6 8EJ,Wolverhampton,52.5868159,-2.1256587,52.590529,-2.182015
3799,wrong area,hakimi-dental-clinic,Hakimi Dental Clinic,"51A New Birmingham Rd, Tividale, Oldbury B69 2JQ, United Kingdom",B69 2JQ,Oldbury,52.5361674,-2.010793,52.506204,-2.03777
3779,wrong area,dental-health-stop,Dental Health Stop,"9-10 Three Tuns Parade, Stafford Rd, Oxley, Wolverhampton WV10 6BA, United Kingdom",WV10 6BA,Wolverhampton,52.5868159,-2.1256587,52.620733,-2.129259
3763,wrong area,the-sculpt-clinic,The Sculpt Clinic,"11 Richmond Rd, Solihull B92 7RN, United Kingdom",B92 7RN,Solihull,52.411811,-1.77761,52.440999,-1.805705
3755,wrong area,solihull-autism-assessment-service,Solihull Autism Assessment Service,"Greville Court, 1665 High St, Knowle, Solihull B93 0LL, United Kingdom",B93 0LL,Solihull,52.411811,-1.77761,52.389988,-1.73538
3724,wrong area,ann-glamour-beauty,Ann Glamour Beauty,"254 Gospel Ln, Solihull, Birmingham B27 7AH, United Kingdom",B27 7AH,Birmingham,52.411811,-1.77761,52.435496,-1.816437
3703,wrong area,city-dental-practice,City Dental Practice,"364 Dudley Rd, Birmingham B18 4HJ, United Kingdom",B18 4HJ,Birmingham,52.4822694,-1.8900078,52.486698,-1.944211
3669,wrong area,clearer-view-counselling-wolverhampton,Clearer View Counselling (Wolverhampton),"Westacre Cres, Wolverhampton WV3 9AY, United Kingdom",WV3 9AY,Wolverhampton,52.5868159,-2.1256587,52.580241,-2.178873
3650,wrong area,brij-dhody-dental-practice,Brij Dhody Dental Practice,"2 Bhylls Ln, Wolverhampton WV3 8DH, United Kingdom",WV3 8DH,Wolverhampton,52.5868159,-2.1256587,52.571744,-2.173645
3650,wrong area,stephen-cowley-dental-surgery,Stephen Cowley Dental Surgery,"3 Bhylls Ln, Wolverhampton WV3 8DH, United Kingdom",WV3 8DH,Wolverhampton,52.5868159,-2.1256587,52.571744,-2.173645
3627,wrong area,claregate-dental-practice,Claregate Dental Practice,"65 Pendeford Ave, Tettenhall, Wolverhampton WV6 9EH, United Kingdom",WV6 9EH,Wolverhampton,52.5868159,-2.1256587,52.611182,-2.161367
3611,wrong area,katy-victoria-beauty-aesthetics,Katy Victoria Beauty & Aesthetics,"60 Stratford Rd, Shirley, Solihull B90 3LP, United Kingdom",B90 3LP,Solihull,52.411811,-1.77761,52.416395,-1.830322
3586,wrong area,aesthetics-dental-and-implant-surgery,Aesthetics Dental and Implant Surgery,"498 Stafford Rd, Oxley, Wolverhampton WV10 6AN, United Kingdom",WV10 6AN,Wolverhampton,52.5868159,-2.1256587,52.618961,-2.12986
3549,wrong area,lavandula-blu-beauty-holistic-therapies,Lavandula Blu Beauty & Holistic Therapies,"55 Lichfield Rd, Wednesfield, Wolverhampton WV11 1TW, United Kingdom",WV11 1TW,Wolverhampton,52.5868159,-2.1256587,52.602698,-2.080081
3541,wrong area,dovedale-dental-practice,Dovedale Dental Practice,"90 Dovedale Rd, Lanesfield, Wolverhampton WV4 6RA, United Kingdom",WV4 6RA,Wolverhampton,52.5868159,-2.1256587,52.555462,-2.116456
3511,wrong area,metrospa-aesthetics,MetroSpa - Aesthetics,"Unit 4, Chad Square, Hawthorne Rd, Birmingham B15 3TQ, United Kingdom",B15 3TQ,Birmingham,52.4822694,-1.8900078,52.467131,-1.935507
3511,wrong area,the-glow-room-solihull,The Glow Room Solihull,"172 Mayswood Rd, Solihull B92 9JF, United Kingdom",B92 9JF,Solihull,52.411811,-1.77761,52.443384,-1.776829
3487,wrong area,omarosa-beauty-laser-clinic,Omarosa Beauty & Laser Clinic,"126-128 Stratford Rd, Shirley, Solihull B90 3BB, United Kingdom",B90 3BB,Solihull,52.411811,-1.77761,52.414487,-1.82883
3440,wrong area,portland-dental-practice,Portland Dental Practice,"17 Portland Rd, Birmingham B16 9HN, United Kingdom",B16 9HN,Birmingham,52.4822694,-1.8900078,52.473075,-1.938502
3428,wrong area,vx-aesthetics-walsall,VX Aesthetics Walsall,"42 Redwood Rd, Walsall WS5 4LB, United Kingdom",WS5 4LB,Walsall,52.5866367,-1.984534,52.559379,-1.960832
3414,wrong area,lunar-aesthetics,Lunar Aesthetics,"35 Calthorpe Rd, Park Hall Rd, Walsall WS5 3LY, United Kingdom",WS5 3LY,Walsall,52.5866367,-1.984534,52.568775,-1.943444
3408,wrong area,trancescend-therapy-services-robert-rutherford,Trancescend Therapy services - Robert Rutherford,"49 Dewsbury Dr, Wolverhampton WV4 5RH, United Kingdom",WV4 5RH,Wolverhampton,52.5868159,-2.1256587,52.558138,-2.143456
3398,wrong area,aj-creative-counselling,AJ Creative Counselling,"22 Oxley Moor Rd, Oxley, Wolverhampton WV10 6TU, United Kingdom",WV10 6TU,Wolverhampton,52.5868159,-2.1256587,52.616852,-2.13489
3385,wrong area,solihull-ear-wax-removal-microsuction,Solihull Ear Wax Removal & Microsuction,"The Treatment Rooms, 1619 Warwick Rd, Knowle, Solihull B93 9LF, United Kingdom",B93 9LF,Solihull,52.411811,-1.77761,52.392218,-1.739422
3382,wrong area,efface-aesthetics,Efface Aesthetics,"The Ciba Building, 146 Hagley Rd, Birmingham B16 9NX, United Kingdom",B16 9NX,Birmingham,52.4822694,-1.8900078,52.471591,-1.936767
3382,wrong area,mydentist-soho-road-dental-practice,"Mydentist , Soho Road Dental Practice","78 Soho Rd, Handsworth, Birmingham B21 9BN, United Kingdom",B21 9BN,Birmingham,52.4822694,-1.8900078,52.50216,-1.927796
3382,wrong area,oaktree-connect,Oaktree Connect,"Suite 100, 1st Floor, CIBA Building, 146 Hagley Rd, Birmingham B16 9NX, United Kingdom",B16 9NX,Birmingham,52.4822694,-1.8900078,52.471591,-1.936767
3363,wrong area,urban-body-aesthetics,Urban Body Aesthetics,"179 Warwick Rd, Olton, Solihull B92 7AW, United Kingdom",B92 7AW,Solihull,52.411811,-1.77761,52.43715,-1.804692
3349,wrong area,cannock-road-dental-practice,Cannock Road Dental Practice,"108-110 Cannock Rd, Wolverhampton WV10 8PW, United Kingdom",WV10 8PW,Wolverhampton,52.5868159,-2.1256587,52.612357,-2.099387
3303,wrong area,jonathan-stevenson-orthopaedic-surgeon,Jonathan Stevenson - Orthopaedic Surgeon,"The Harborne Hospital, Mindelsohn Way, Birmingham B15 2FQ, United Kingdom",B15 2FQ,Birmingham,52.4822694,-1.8900078,52.459652,-1.921611
3281,wrong area,488-smile-avenue,488 Smile Avenue,"488 Bordesley Grn, Birmingham B9 5PA, United Kingdom",B9 5PA,Birmingham,52.4822694,-1.8900078,52.47864,-1.841922
3276,wrong area,beauty-label-aesthetics,Beauty Label Aesthetics,"34 Dene Ct Rd, Solihull B92 8DL, United Kingdom",B92 8DL,Solihull,52.411811,-1.77761,52.438532,-1.797948
3234,wrong area,cabelo-unisex-hair-salon-footcare-beauty-aesthetics-and-wellness-hub,"Cabelo Unisex Hair Salon, Footcare, Beauty, Aesthetics and Wellness Hub","23 Limes Rd, Tettenhall, Wolverhampton WV6 8QZ, United Kingdom",WV6 8QZ,Wolverhampton,52.5868159,-2.1256587,52.598081,-2.169793
3234,wrong area,lemon-tree-therapy,Lemon Tree Therapy,"Limes Rd, Tettenhall, Wolverhampton WV6 8QZ, United Kingdom",WV6 8QZ,Wolverhampton,52.5868159,-2.1256587,52.598081,-2.169793
3217,wrong area,philip-toozs-hobson,Philip Toozs Hobson,"19 Priory Rd, Edgbaston, Birmingham B5 7UG, United Kingdom",B5 7UG,Birmingham,52.4822694,-1.8900078,52.456444,-1.911418
3217,wrong area,the-endometriosis-clinic,The Endometriosis Clinic,"The Priory Hospital, Priory Rd, Edgbaston, Birmingham B5 7UG, United Kingdom",B5 7UG,Birmingham,52.4822694,-1.8900078,52.456444,-1.911418
3217,wrong area,birmingham-knee-and-shoulder-clinic,Birmingham Knee and Shoulder Clinic,"BMI Priory Hospital, Birmingham B5 7UG, United Kingdom",B5 7UG,Birmingham,52.4822694,-1.8900078,52.456444,-1.911418
3217,wrong area,mr-callum-mcbryde,Mr Callum McBryde,"Orthopaedic Department, BMI The Priory Hospital, Priory Road, Edgbaston, Birmingham B5 7UG, United Kingdom",B5 7UG,Birmingham,52.4822694,-1.8900078,52.456444,-1.911418
3203,wrong area,yew-tree-dental-surgery,Yew Tree Dental Surgery,"24 Maple Dr, Walsall WS5 4JJ, United Kingdom",WS5 4JJ,Walsall,52.5866367,-1.984534,52.561132,-1.962512
3186,wrong area,interhearing-advanced-hearing-services,Interhearing - Advanced Hearing Services,"Nuffield Health Hospital, Wood Rd, Wolverhampton WV6 8LE, United Kingdom",WV6 8LE,Wolverhampton,52.5868159,-2.1256587,52.593476,-2.171532
3173,wrong area,fraser-dental,Fraser Dental,"78 Harborne Rd, Birmingham B15 3HN, United Kingdom",B15 3HN,Birmingham,52.4822694,-1.8900078,52.468693,-1.931207
3158,wrong area,dermaesthetix-uk,Dermaesthetix UK,"4a High St, West Bromwich B70 6JX, United Kingdom",B70 6JX,West Bromwich,52.5361674,-2.010793,52.512745,-1.98439
3126,wrong area,inscribed-cosmetics,Inscribed cosmetics,"1st & 2nd Floor, 28 High St, Tettenhall, Wolverhampton WV6 8QT, United Kingdom",WV6 8QT,Wolverhampton,52.5868159,-2.1256587,52.59767,-2.168344
